221,243,248,249,251,252,253,Bend,Narra,141,145,102,262,178,269,302,106,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,103,104,105,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,142,143,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,179,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,244,245,246,247,250,254,255,256,257,258,259,260,261,263,264,265,266,267,268,270,271,272,273,274,275,276,277,278,279,280,282,283,284,290,292,293,296,297,298,300,303,304,314,315,317,319,320,321,322,323,324,327,329,330,332,333,335,337,339,341,342,348,349,351,357,365,366,367,368,369,370,371,372,373,374,375,376,377,A21,A22,A23,A24,A26,A28,A29,A30,A31,A33,A34,A35,A36,A37,A38,A39,A40,A41,A42,A43,A44,A45,A46,A47,A48,T10,T187,T188,T189,T190,T4
221,243,248,249,251,252,253,Bend,Narra,141,145,102,262,178,269,302,106,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,103,104,105,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,142,143,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,179,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,244,245,246,247,250,254,255,256,257,258,259,260,261,263,264,265,266,267,268,270,271,272,273,274,275,276,277,278,279,280,282,283,284,290,292,293,296,297,298,300,303,304,314,315,317,319,320,321,322,323,324,327,329,330,332,333,335,337,339,341,342,348,349,351,357,365,366,367,368,369,370,371,372,373,374,375,376,377,A21,A22,A23,A24,A26,A28,A29,A30,A31,A33,A34,A35,A36,A37,A38,A39,A40,A41,A42,A43,A44,A45,A46,A47,A48,T10,T187,T188,T189,T190,T4
U,U,U,U,U,U,U,T,T,F1,F1,F1,F1M,F1T,F1T,F1T,F1TT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-,-,-,-,-,-,-,-,-,1,2,2,2,2,1,1,0,0,1,0,0,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,0,1,1,2,1,2,1,2,0,0,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,1,2,1,2,1,2,2,1,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,0,0,2,2,2,0,2,2,2,1,2,1,1,0,2,2,0,2,2,2,2,1,1,2,2,0,2,0,0,2,2,2,2,2,1,1,1,2,1,1,1,1,1,2,1,1,1,2,2,1,0,2,2,2,2,1,1,2,1,1,2,0,1,1,1,1,1,1,2,0,2,2,1,0,2,2,2,1,2,1,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,1,2,2,1,1,2,1,2,0,0,0,2,2,2,2,2,1,2,2,1,2,2,1,2,1,1,2,2,2,2,2,2,1,2,1,2,2,2,1,2,2,0,1,1,2,0,1,1,2,2,0,1,0,2,1,1,1,1,2,0,1,1,2,1,0,2,1,2,2,2,0
0,-,-,-,-,-,-,1,1,1,1,1,0,2,2,1,1,2,1,2,2,2,2,2,2,0,0,2,0,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,1,1,2,2,0,2,1,0,2,2,0,1,2,2,2,0,2,2,2,2,2,1,0,1,2,1,0,1,2,0,2,0,2,2,1,0,2,2,2,2,2,2,2,2,2,2,2,0,2,0,1,0,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,0,0,0,0,0,0,2,2,2,1,1,2,0,0,1,0,0,0,0,0,0,0,2,0,2,0,2,2,1,2,2,2,2,2,1,0,0,2,2,2,2,1,1,2,2,2,2,2,0,2,2,1,1,1,1,2,2,2,1,2,0,2,2,0,0,0,1,2,1,2,1,2,0,2,1,2,2,0,0,0,0,2,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,2,2,2,0,0,2,0,0,1,2,1,2,2,2,2,0,0,1,2,2,2,1,0,2,1,2,2,2,2,2,0,2,2,2,0,2,2,-,-,2,-,2,2,-,-,2,-,-,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,2,2,1,2,1
0,0,-,-,-,-,-,-,-,1,1,2,1,2,1,2,1,0,2,2,0,0,2,2,2,2,2,2,0,0,2,0,2,2,2,2,0,2,1,0,1,1,1,1,1,2,1,1,2,1,2,1,2,2,2,1,1,2,2,2,2,2,2,0,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,0,2,2,2,0,0,2,1,2,2,1,1,0,2,1,0,2,2,2,1,0,2,0,2,2,2,1,2,2,1,2,1,1,2,0,2,0,2,2,0,1,0,2,0,2,2,0,1,2,2,2,0,2,2,2,0,1,1,2,1,0,0,0,2,2,2,0,2,2,2,2,0,2,2,2,2,2,2,2,1,2,2,1,0,2,1,2,2,2,0,2,2,2,0,0,2,2,1,0,2,0,1,2,1,0,2,0,2,1,2,2,1,2,1,1,1,2,2,1,0,0,2,2,2,2,2,1,1,1,2,1,1,2,2,1,1,2,1,2,1,2,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,0,2,0,1,2,1,0,2,2,2,2,1,1,2,2,2,1,2,2,2,0,1,2,0,2,2,2,2,1,2,2
2,-,-,-,-,-,-,1,1,2,1,2,2,2,2,1,2,1,0,2,1,2,2,2,2,2,0,1,1,2,2,2,1,0,0,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,1,1,2,2,2,1,2,0,2,0,2,1,2,2,0,2,1,2,2,1,0,2,2,2,2,2,0,2,1,2,2,2,2,1,2,2,2,1,2,2,2,1,2,2,2,2,1,2,0,2,2,2,0,2,2,0,0,2,2,2,2,2,2,2,2,1,1,1,2,0,0,2,1,0,2,2,2,1,2,2,0,0,2,0,2,2,2,2,0,2,1,0,1,0,0,2,2,0,1,1,1,1,0,0,0,2,1,0,2,1,2,0,2,2,0,0,0,1,2,2,0,0,0,2,0,0,0,2,2,0,2,2,2,0,2,0,0,0,0,0,2,0,0,2,0,0,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,0,2,1,0,1,2,0,2,2,2,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,0,1,2,2,0,0,2,0,1,1,2,2,2,2,2,1,2,1,0,0,0,1,1,2,2,0,0,2,2
-,-,-,-,-,-,-,1,1,2,2,2,0,2,2,2,0,0,2,0,0,0,0,2,2,1,2,2,2,1,0,2,2,1,2,1,2,0,1,2,2,2,2,2,2,2,1,2,1,0,2,2,2,2,0,1,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,2,2,0,0,0,2,2,2,2,2,0,0,1,0,2,0,2,2,2,2,0,1,0,2,2,1,2,1,2,1,2,0,2,2,2,2,2,2,2,0,1,1,0,1,0,0,0,0,0,0,0,2,0,2,0,1,2,0,1,0,0,1,1,0,0,1,2,1,1,2,2,2,2,2,1,2,1,2,2,2,0,0,0,0,1,2,1,0,0,2,2,0,2,2,2,1,2,0,1,0,0,2,1,0,0,0,2,2,2,2,2,2,2,2,2,0,2,2,2,0,2,0,2,0,2,2,2,0,2,2,2,1,1,2,1,2,0,0,2,2,2,2,2,2,2,2,2,2,2,1,2,0,1,2,2,2,2,2,2,2,2,2,2,2,0,1,2,2,1,2,2,2,0,0,2,2,0,2,2,-,-,2,-,2,0,2,-,2,0,-,-,-,2,-,0,-,0,2,1,-,0,-,-,2,2,2,2,2,2,1
-,-,-,-,-,-,-,-,-,1,1,1,2,2,1,1,-,0,2,2,2,2,2,2,0,2,2,1,2,1,2,2,2,2,1,2,2,1,2,1,1,1,2,1,1,0,1,2,1,2,2,1,2,2,0,0,1,2,1,1,2,1,0,2,1,2,2,2,2,2,2,1,1,2,2,0,2,1,1,2,2,1,1,2,0,1,2,2,1,2,2,2,1,0,2,0,2,2,2,2,0,0,1,0,2,0,2,1,2,2,2,0,2,2,2,2,2,2,1,2,1,1,2,1,1,2,2,2,2,2,2,0,1,0,0,0,2,2,0,0,2,2,2,1,2,2,0,2,0,1,2,1,1,0,0,2,2,2,2,2,2,2,1,0,2,2,2,2,2,2,0,2,2,2,2,0,2,2,2,2,2,2,1,2,2,2,2,2,1,0,2,2,1,2,1,2,1,2,1,2,1,0,0,2,1,0,2,0,1,2,0,2,2,2,2,1,2,2,2,2,0,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,0,2,2,1,2,1,2,0,1,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,-,1,2,1,2,0,2,-,2,0,-,-,-,0,-,0,-,1,2,-,-,-,-,-,0,1,1,2,0,1,1
-,-,-,-,-,-,-,-,-,1,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,1,2,0,1,1,2,2,2,2,2,1,1,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,0,2,2,2,1,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,0,2,2,2,0,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,2,0,1,1,2,1,2,2,2,2,2,0,1,2,0,0,2,1,1,2,1,2,1,2,1,2,2,1,1,1,0,1,1,2,1,2,2,1,1,0,1,1,1,2,2,2,2,0,2,2,1,1,0,2,1,2,2,0,1,2,2,2,2,2,1,2,1,2,1,2,1,2,2,2,1,2,1,1,1,1,1,1,2,2,1,1,1,1,1,2,2,1,2,2,2,2,1,1,1,1,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,0,2,0,1,2,1,0,-,1,0,-,0,-,1,-,2,-,2,2,2,1,2,-,-,2,0,1,1,1,1,0
-,-,-,-,-,-,-,0,0,0,2,2,0,2,0,0,2,2,2,1,2,2,2,2,2,2,2,1,0,2,2,2,2,2,2,1,2,1,0,1,2,2,2,1,2,1,2,2,2,1,0,2,2,2,2,1,1,2,1,2,0,1,2,2,2,2,2,2,2,2,2,2,1,0,2,2,2,0,2,2,0,2,1,2,2,1,2,2,2,2,2,2,1,1,2,2,0,1,1,2,2,2,0,2,2,2,2,2,2,1,2,2,0,2,2,2,2,2,2,2,2,0,2,0,1,0,0,0,0,0,0,0,0,2,2,2,1,2,0,0,0,0,1,1,0,2,1,0,0,0,2,2,2,2,2,2,0,2,2,2,1,0,2,2,2,0,0,2,2,0,0,2,2,0,2,1,2,1,2,2,2,2,0,1,2,0,2,2,2,2,2,0,2,2,2,2,0,2,2,1,0,0,0,1,0,0,1,1,0,0,0,1,1,1,2,2,2,0,2,2,0,2,2,2,2,2,2,2,2,1,1,2,2,0,2,2,2,2,0,0,2,2,2,2,0,2,2,2,2,0,0,0,0,2,2,2,2,2,1,2,1,2,2,0,1,2,2,2,0,1,0,0,0,2,0,2,2,1,2,0,2,0,0,-,1,2,2,1,2,2,2
1,-,-,0,-,-,-,-,-,2,1,1,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,0,1,2,1,0,1,2,2,1,1,1,1,0,1,2,2,0,2,2,2,2,2,1,2,2,2,2,2,0,0,2,0,2,1,0,1,1,0,2,2,0,2,2,2,2,2,2,1,2,2,2,0,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,1,2,2,0,2,2,0,1,2,2,0,0,2,2,2,2,2,1,1,1,0,2,2,1,1,1,2,1,2,1,2,1,1,2,2,1,1,1,2,2,1,1,2,2,1,1,2,1,2,0,2,2,1,2,0,2,2,1,0,2,1,1,0,1,2,1,1,0,0,1,1,2,0,2,2,2,1,1,1,2,0,1,0,2,1,1,1,2,2,0,2,1,0,1,2,2,2,1,2,0,2,2,1,2,1,2,1,2,2,0,2,2,2,1,2,2,1,2,2,2,2,2,1,2,0,2,0,2,2,1,2,2,2,2,2,1,2,2,1,2,2,2,2,0,2,0,2,2,2,2,2,2,2,1,2,2,2,2,0,2,2,0,0,2,2,1,2,2,2,0,2,0,0,2,2,2,0,2,2,-,1,2,1,2,0,2,2
0,-,-,-,-,-,-,-,-,1,1,2,1,2,1,1,2,1,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,1,2,2,2,2,2,1,0,2,2,1,1,1,0,2,1,0,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,1,1,1,2,2,2,1,2,1,2,2,2,2,1,0,1,2,2,1,1,2,1,2,1,2,1,2,2,1,2,2,2,2,2,2,2,1,1,2,1,0,2,2,2,2,2,2,1,2,1,2,1,1,1,1,2,2,2,2,0,2,2,2,2,1,1,0,1,2,2,2,0,1,0,1,2,0,2,2,2,1,1,1,2,1,2,2,2,1,1,2,2,1,2,1,1,2,2,1,2,1,1,2,1,1,0,1,1,2,0,0,1,1,1,1,1,1,2,2,1,2,1,1,1,2,1,1,1,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2,0,1,0,2,1,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,0,2,2,2,1,2,2,2,2,2,2,0,2,1,2,1,2,1,2,1,0,2,0,0,2,0,2,0,2,1,1,2,1,2,2,2,1,2,1,2,2,2,1,1
0,-,-,-,-,-,-,-,-,0,1,2,0,2,0,0,2,2,1,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,0,2,2,0,2,1,0,2,2,2,2,2,0,2,2,2,0,2,2,0,0,2,0,1,2,2,0,2,0,0,2,2,0,0,2,2,2,1,1,0,2,2,2,2,2,1,0,1,2,2,2,1,2,2,2,0,0,2,1,2,0,2,0,0,2,2,2,2,0,0,2,0,2,2,2,2,2,2,2,0,2,0,1,2,0,2,2,2,2,2,2,2,2,0,2,0,2,2,2,2,0,2,2,0,2,2,2,0,2,0,2,0,2,0,0,0,0,2,0,2,2,0,1,0,0,0,2,0,2,0,0,0,2,0,0,2,0,0,2,2,2,0,0,2,0,2,1,0,2,2,2,2,0,2,2,0,2,0,0,0,2,0,1,2,2,0,1,2,1,2,2,1,2,2,2,2,1,0,0,2,2,0,2,0,2,0,2,2,0,2,0,2,2,2,0,2,2,0,2,2,1,2,2,2,2,1,2,0,2,0,0,2,2,0,2,2,2,2,2,0,2,2,2,2,2,1,0,2,0,0,1,0,0,2,0,2,2,2,0,2,2,2,0,0,2,2,0,2,0,0,0,2
-,-,-,-,-,-,-,0,-,1,2,2,2,2,1,2,2,1,1,1,2,2,2,2,2,2,2,0,0,0,2,0,0,2,0,0,2,2,0,0,0,0,2,0,2,0,2,2,2,2,2,2,2,2,2,0,0,2,0,0,2,0,2,0,2,2,2,2,2,2,2,2,0,2,2,2,2,0,2,2,2,2,0,2,0,0,2,2,2,2,2,2,2,2,2,2,0,2,2,0,2,2,2,2,2,2,2,1,2,2,0,2,2,2,2,2,2,2,0,0,0,2,0,0,0,0,2,0,0,0,2,1,2,2,0,1,0,2,1,2,2,2,2,1,2,0,0,2,2,0,2,2,1,0,2,2,0,2,0,0,0,2,2,0,2,0,0,2,2,0,0,0,0,2,1,0,0,2,2,1,0,0,0,1,2,2,0,2,2,0,0,2,2,2,0,0,2,1,2,0,2,2,2,0,0,2,0,2,0,2,2,0,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,0,0,0,0,2,2,2,2,2,2,2,2,2,0,0,2,2,2,2,0,0,0,0,2,2,0,2,2,2,2,2,2,2,0,1,0,0,0,0,0,2,0,2,2,0,2,2,0,2,2,0,0,0,2,0,1,2,2,0,2,0,0,0,2
0,-,-,-,-,-,-,-,-,1,0,2,2,2,0,1,2,0,0,1,0,2,2,2,2,2,0,1,0,2,2,2,2,2,2,1,1,2,2,1,0,0,2,0,1,2,2,2,0,0,2,2,2,2,2,0,2,2,2,0,2,2,2,1,2,1,2,0,2,2,2,0,2,2,2,2,2,2,2,2,2,0,0,2,0,1,0,2,2,2,2,2,2,2,2,2,0,0,2,1,2,0,2,1,2,2,0,1,2,0,0,2,0,2,2,2,2,2,2,2,1,0,0,0,2,0,2,0,2,0,2,0,2,2,2,0,2,0,0,2,0,2,2,0,2,2,2,2,0,2,2,0,2,2,2,2,0,0,0,2,2,2,0,2,1,0,2,0,2,1,2,0,0,2,1,0,2,1,0,2,1,2,0,2,1,2,2,2,2,0,0,0,1,0,1,2,0,1,1,1,2,2,2,2,1,0,2,2,2,2,2,2,0,1,1,2,0,2,2,2,2,2,2,2,2,2,2,2,2,1,0,2,2,0,2,2,2,2,2,0,0,0,2,0,2,2,2,2,2,0,2,2,0,2,0,2,2,1,1,2,0,2,2,2,0,2,2,0,1,2,-,2,1,0,2,0,2,2,1,0,2,2,0,1,1,0,0,2,2,2,0
-,-,-,-,-,-,-,-,-,1,0,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,0,0,2,2,2,2,2,0,0,0,0,0,1,0,0,1,2,2,2,2,2,2,2,0,2,0,0,2,2,0,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,0,2,2,0,0,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,1,1,2,0,1,2,2,0,2,2,2,1,2,2,2,2,2,0,2,2,0,2,1,1,2,1,1,1,2,2,1,2,2,0,2,1,1,1,1,2,2,1,2,0,2,0,2,2,0,1,2,2,2,2,2,2,2,0,2,1,2,0,2,0,0,2,1,1,0,0,2,0,0,1,0,2,2,1,0,2,1,1,0,2,1,1,1,2,2,1,0,0,2,2,2,1,0,0,0,1,1,0,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,0,2,2,0,2,2,0,2,1,1,1,2,2,0,2,2,2,0,0,0,0,0,2,2,2,1,1,0,0,0,2,2,0,2,2,2,2,2,2,2,1,2,2,0,0,0,-,2,2,0,2,0,2,1,2,2,2,1,2,2,2,0,0,1,0,0,2,1,2,0,2
1,-,-,-,-,-,-,0,0,2,2,2,0,2,2,0,2,2,0,0,2,2,0,2,2,2,1,0,2,2,2,2,2,0,0,0,0,2,1,2,2,1,2,2,2,2,0,2,0,0,2,2,2,2,2,1,0,2,2,0,2,0,2,1,2,0,0,0,0,2,2,2,2,2,2,1,2,1,0,2,0,2,0,2,1,2,1,2,1,2,0,2,0,1,2,2,2,0,0,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,0,2,0,2,1,2,1,1,2,2,2,2,0,0,0,1,2,0,2,2,1,2,2,1,2,2,2,2,0,2,0,0,2,2,1,2,1,1,0,2,2,1,1,2,2,2,1,1,2,0,2,1,0,0,0,1,0,1,1,2,2,1,1,0,1,1,1,0,0,2,2,0,0,2,0,0,0,2,2,2,2,2,2,2,1,0,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,0,0,0,2,2,2,1,0,2,2,1,2,0,2,1,2,2,1,2,2,2,2,2,2,2,2,0,0,2,2,2,0,2,2,-,1,2,0,1,0,2,2,0,2,1,2,-,2,1,2,2,2,2,1,1,2,0,0,2,2,2,0,2,0,0
-,-,-,-,-,-,-,0,0,2,0,2,2,2,0,0,-,0,0,2,1,2,2,2,2,2,2,1,1,2,2,1,2,2,2,2,2,1,1,2,2,1,2,1,2,2,2,2,2,1,1,1,1,2,2,2,0,2,2,2,2,2,0,2,1,0,2,2,0,2,0,2,1,2,2,1,2,2,2,0,2,0,2,0,2,0,1,2,2,2,0,2,2,2,2,1,0,2,2,2,1,2,2,2,2,2,2,0,2,0,0,2,0,2,2,2,2,2,1,2,2,2,2,2,2,0,0,2,0,2,0,0,2,0,2,2,1,0,2,2,2,2,1,1,2,2,0,2,1,2,2,1,2,2,0,2,1,0,2,2,0,1,0,2,2,2,0,1,0,0,2,2,1,2,0,2,2,0,1,2,0,1,0,2,0,1,2,2,2,2,0,2,0,2,1,2,0,2,2,2,2,0,2,2,2,0,1,2,0,0,2,2,2,2,2,2,2,0,2,0,2,2,0,2,2,2,0,2,0,0,0,2,0,0,2,2,0,2,1,2,0,0,2,1,2,2,0,2,2,0,2,2,2,2,2,2,2,1,1,2,1,0,0,1,1,2,0,0,2,1,0,1,2,0,2,0,2,0,0,1,2,2,1,2,2,1,2,2,0,2,2
-,-,-,-,-,-,-,1,1,2,2,2,2,2,2,2,-,0,0,0,0,2,0,2,2,2,2,2,2,1,2,2,2,2,2,2,0,0,1,2,2,2,2,2,0,0,1,2,0,2,2,2,2,2,2,0,0,2,0,2,2,0,2,0,2,2,2,0,2,2,0,0,2,2,0,2,2,2,2,0,0,2,2,2,0,2,0,2,2,2,2,2,2,2,2,2,0,0,0,0,2,2,0,2,2,2,2,2,2,2,1,2,0,2,2,2,2,2,0,0,2,2,0,0,2,2,0,0,0,2,0,2,0,0,0,0,0,2,2,0,2,0,2,2,2,0,1,2,2,2,1,0,2,1,2,1,2,1,0,0,2,0,0,1,0,1,0,2,2,2,2,0,0,0,0,2,2,2,0,2,0,2,2,2,0,0,0,0,0,2,2,0,0,0,2,0,2,0,1,0,2,1,2,2,2,0,0,0,2,2,2,0,2,0,0,2,2,2,0,2,0,2,0,2,2,2,0,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,0,0,2,2,2,2,0,2,0,1,2,2,2,2,2,1,2,0,0,0,1,0,1,0,1,0,0,2,2,2,2,0,2,0,0,2,2,1,2,2,0,0,2,0,2,2,2,2
-,-,-,-,-,-,-,1,1,1,1,2,2,2,1,1,2,1,0,2,2,2,2,2,2,1,1,1,2,2,1,2,2,2,1,1,1,1,1,1,2,2,2,0,0,2,2,2,0,2,1,2,2,2,2,2,2,2,0,2,2,2,2,0,2,0,2,2,2,2,2,2,2,1,2,1,1,0,2,1,2,2,1,2,2,2,2,2,2,2,2,2,0,2,2,0,0,2,2,0,2,1,0,0,0,2,0,0,0,0,2,2,1,2,0,2,2,2,2,2,2,2,1,2,2,0,0,0,0,0,0,1,2,2,0,0,2,0,2,0,0,0,0,0,0,0,2,2,1,2,1,2,0,2,0,2,0,2,2,2,2,2,0,1,1,1,2,2,2,0,0,2,1,2,2,2,1,0,2,2,0,1,2,2,2,2,2,2,1,2,0,2,2,2,0,2,0,2,0,2,1,0,0,1,2,0,0,2,0,0,0,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,0,2,2,2,0,2,2,2,0,2,2,2,2,2,0,0,2,2,2,2,0,0,2,2,2,2,2,2,2,2,1,2,-,2,0,2,2,1,-,1,2,0,2,0,-,0,-,0,0,0,2,1,2,2,-,-,0,0,2,2,1,2,1
1,-,-,-,-,-,-,0,0,2,2,2,2,2,0,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,0,0,2,2,0,0,0,0,2,2,2,2,2,0,0,2,2,2,2,0,2,1,2,2,1,0,2,2,2,2,2,2,0,0,2,2,0,0,0,0,2,2,2,0,2,2,0,2,2,2,2,0,2,2,2,2,2,2,2,1,2,0,2,1,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,2,2,0,0,0,2,0,2,0,0,2,0,0,2,0,0,2,2,0,0,0,2,0,2,1,2,2,2,0,0,0,2,2,0,0,2,2,0,2,0,2,0,0,2,2,0,0,0,2,2,2,0,2,0,2,0,2,0,0,0,0,2,2,0,2,2,0,0,0,0,2,2,0,2,2,0,0,2,0,2,2,2,2,2,0,2,2,2,2,0,2,2,2,2,2,2,0,0,1,1,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,0,2,0,0,0,0,2,1,0,0,2,2,0,0,0,0,2,0,0,2,2,1,0,0,2,0,0,0,1,2,2,0,2
-,-,-,-,-,-,-,0,0,2,2,0,2,2,0,2,2,2,1,1,2,2,2,2,2,2,0,0,0,2,2,0,2,2,2,0,2,0,2,0,2,0,2,2,0,0,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,0,2,0,0,1,0,1,2,2,2,0,2,2,2,2,2,2,2,0,2,1,1,1,2,0,2,2,2,1,1,2,2,2,2,2,0,0,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,1,1,2,0,2,1,2,2,2,1,1,2,1,0,0,1,1,2,2,0,2,2,2,2,0,2,2,1,2,2,2,0,1,2,0,0,0,1,2,2,2,1,0,1,2,0,0,0,2,2,2,0,0,1,2,1,1,2,0,0,2,1,1,1,0,2,1,2,1,2,2,0,0,0,2,0,0,2,0,0,0,0,2,1,2,1,1,2,2,0,2,2,2,0,2,2,2,2,2,0,0,0,2,2,2,2,2,2,2,2,2,0,2,2,0,2,2,2,0,0,0,2,2,2,2,2,2,2,2,0,2,2,1,1,0,1,0,1,0,1,2,2,0,2,1,0,0,2,0,1,0,0,0,0,2,2,0,2,1,0,2,2
